Code Postal,Prix (€),Surface (m2),Prix du m2,Nbr de Pieces
92170,279500,38.05,7083,2
92400,295000,48.5,5773,2
92110,245000,30.51,7702,2
92110,262500,52.86,4966,3
92600,218000,27.64,7887,1
92220,278500,43.31,6430,2
92600,130000,15.0,8000,1
92270,259000,41.0,6317,2
92240,284000,54.56,4949,2
92360,204900,56.0,3659,3
92250,279000,44.0,6341,2
92130,185000,19.0,9211,1
92390,130000,44.0,2773,2
92600,299000,45.0,6457,2
92110,215000,26.11,7851,2
92270,259000,38.0,6816,2
92100,299000,27.0,10600,1
92130,186000,17.1,10400,1
92300,210000,24.0,8750,2
92300,230000,24.0,9583,2
92300,230000,24.0,9583,2
92210,299000,38.7,7726,1
92170,105296,19.0,5542,1
92100,299500,25.52,11700,1
92400,160000,20.0,8000,1
92100,299500,25.52,11200,1
92000,158000,23.0,6870,1
92360,194900,56.0,3480,3
92140,300000,64.0,4688,3
92700,220000,39.19,5307,2
92120,225000,35.01,6198,2
92290,270000,63.36,4261,4
92300,172000,11.55,14300,1
92220,166000,24.51,6773,1
92700,179000,26.9,6654,2
92350,248000,72.0,3444,4
92240,165000,21.0,7857,2
92400,210000,27.74,7570,1
92320,195000,34.45,5340,2
92320,195000,34.45,5340,2
92110,275000,39.0,7051,3
92140,264600,62.97,4002,3
92600,280000,42.0,6667,2
92170,200000,17.6,11400,1
92120,177000,17.58,9386,1
92240,84000,9.71,8033,1
92300,85000,8.46,10100,1
92370,185500,28.0,6250,1
92120,202000,48.0,3958,2
92160,252000,54.0,4444,3
92290,238500,41.22,5786,2
92140,245000,50.0,4900,3
92120,229000,53.41,4288,2
92130,270000,25.0,10300,2
92160,279000,60.0,4483,3
92420,298500,42.0,7107,2
92100,179900,19.0,8947,1
92100,194900,22.0,8409,1
92100,285000,32.88,8364,2
92100,290000,34.69,8043,2
92380,238046,Âge du crédirentier : 79,8043,Âge de la crédirentière : 78
92140,82205,23.0,3574,1
92700,285000,45.75,6230,2
92700,286000,43.3,6605,2
92190,210000,40.0,5250,2
92350,285000,74.0,3851,4
92290,286000,33.0,8667,1
92700,199000,33.0,5791,2
92240,240000,44.0,5455,2
92400,268000,32.4,8272,1
92100,297000,30.0,9519,2
92230,299900,60.0,4998,3
92380,279000,51.8,5174,3
92170,208600,25.0,7800,2
92310,285000,46.46,5833,3
92110,255000,30.0,8167,2
92320,249000,52.09,4780,3
92360,26150,814 € de rente mensuelle,Rente : 814 €/mois,Âge de la crédirentière : 82
92600,239000,31.0,7710,2
92160,170000,23.0,7391,1
92400,273000,32.0,8125,1
92130,299000,55.5,5387,1
92110,250000,40.0,6250,2
92310,280000,51.8,5212,2
92300,259000,26.01,9612,2
92130,262600,29.0,8621,1
92230,178000,34.0,5235,2
92100,290000,39.0,7436,1 chambre
92100,298700,32.75,9121,1
92250,285000,28.0,10200,1
92250,230000,25.0,9200,1
92240,298000,50.0,5960,3
92370,156400,1061 € de rente mensuelle,Rente : 1 061 €/mois,Âge du crédirentier : 73
92600,295000,74.0,3986,3
92220,275000,44.0,6250,2
92500,276000,44.34,5985,2
92150,222000,36.0,6167,2
92120,205000,49.0,3878,2
92110,243000,33.0,7364,3
92260,170000,31.15,5136,1
92210,148000,16.44,9002,1
92220,140000,24.0,5833,1
92270,241000,30.0,8033,2
92170,208600,25.0,8344,2
92100,230000,22.0,10400,1
92210,120000,17.0,6471,1
92600,183750,29.0,6336,1
92290,239000,42.94,5403,2
92320,199000,23.0,8652,1
92130,275000,36.0,7639,2
92120,225000,48.5,4330,2
92210,164000,14.15,1100,1
92390,147000,45.0,3267,2
92260,123000,33.0,3485,2
92360,267000,72.0,3542,4
92600,239000,33.0,6939,2
92600,203000,28.0,6978,2
92300,232000,25.0,8800,2
92350,79000,9.5,8316,1
92600,275000,39.73,6922,2
92320,275000,35.62,7383,2
92300,190000,25.0,7600,2
92110,259000,31.0,8032,2
92110,230000,25.0,8800,1
92100,298200,32.8,8780,2
92130,270000,27.0,1000,1
92000,239900,38.0,6313,2
92140,300000,61.0,4918,3
92700,199000,33.0,6030,1
92240,275000,35.0,7857,2
92140,95000,13.0,6692,1
92400,281600,38.65,6986,2
92160,299000,63.0,4746,3
92170,250000,28.0,8500,2
92600,235000,62.0,3790,3
92700,236500,73.0,3240,3
92360,234000,61.0,3656,3
92300,290000,29.0,1000,2
92000,229000,39.0,5578,2
92110,285000,43.0,6628,3
92500,229900,27.4,8391,1
92110,222000,29.0,7241,1
92270,161000,20.0,8050,1
92310,286000,52.0,5385,2
92190,229000,33.0,6939,2
92170,240000,26.65,9006,1
92370,249000,51.76,4811,3
92170,202000,21.0,9619,1
92250,265000,37.0,7162,2
92150,245000,34.96,7008,2
92260,230000,54.25,4055,3
92500,200000,29.08,6534,1
92170,199500,26.0,7673,1
92100,158900,18.0,8333,1
92290,299000,66.82,4265,3
92200,88000,9.0,8906,1
92400,245000,30.0,8167,1
92700,179000,35.0,5114,2
92100,239000,29.0,7931,2
92250,169000,18.0,9389,19 m² de terrain
92400,216000,24.0,9000,1
92210,152000,20.0,7600,1
92320,299000,55.8,5125,3
92400,225000,26.0,8269,2
92200,162000,12.89,12600,1
92260,140000,23.0,6087,1
92100,270000,32.0,8438,2
92400,218000,27.13,8035,2
92320,199000,26.5,7509,1
92250,160000,22.0,7273,2
92100,164560,Âge de la crédirentière : 76,3227,51 m²
92240,199000,40.0,4975,2
92270,260000,45.0,5778,2
92240,150644,22.54,6683,1
92800,275000,27.0,10200,1
92700,139000,22.0,6318,1
92400,200000,39.0,4872,2
92110,192100,333 € de rente mensuelle,Rente : 333 €/mois,Âge du crédirentier : 85
92170,250000,36.14,6918,2
92250,285000,28.0,10200,2
92210,224000,24.0,9333,1
92270,235000,43.0,5465,2
92210,225000,30.0,7075,1
92110,124000,16.0,7750,1
92100,285000,29.52,9282,1
92000,299000,47.0,6149,2
92380,215000,29.0,7414,1
92240,270000,35.0,7714,2
92210,270000,40.0,6350,2
92000,185000,29.28,6318,1
92000,268000,41.57,6447,2
92340,239000,24.41,9791,1
92340,269000,31.27,8602,1
92190,197000,32.0,6156,2
92100,159231,1189 € de rente mensuelle,Rente : 1 189 €/mois,Âge du crédirentier : 81
92700,219000,32.0,6375,1
92320,249000,30.0,8300,2
92340,299000,60.0,4750,3
92290,290000,90.83,3193,4
92170,90000,10.0,9000,1
92380,250000,30.0,8333,2
92220,290000,60.0,4833,3
92290,234900,42.0,5593,2
92290,258000,36.0,7167,2
92350,269000,39.0,6769,2
92260,265000,50.0,5040,2
92420,252000,35.0,6857,2
92120,294000,40.82,6859,2
92170,282000,2 pièces,6859,1 chambre
92290,280000,66.83,4040,3
92320,148000,21.35,6698,1
92360,190000,43.4,4378,2
92100,298000,32.0,9313,1
92150,224599,28.0,8021,2
92310,262500,49.0,5357,3
92160,279000,60.0,4650,3
92120,289000,30.0,9633,2
92120,289000,30.0,9633,2
92250,199000,32.46,5853,1
92800,180000,23.0,7609,1
92290,250000,62.77,3823,2
92320,285000,42.0,6786,2
92200,120000,15.0,8000,1
92110,205000,25.0,8200,1
92120,225000,2 pièces,8200,1 chambre
92330,280000,27.0,10400,1
92170,295000,41.0,6829,2
92250,229000,35.0,6231,3
92330,180000,25.15,7157,1
92320,271000,27.0,1000,1
92210,79000,9.0,8778,1
92130,259000,25.1,10300,2
92350,299000,71.0,4211,3
92600,239600,36.0,6656,2
92400,230000,30.0,7400,2
92700,289000,42.0,6595,2
92600,299000,37.0,8081,2
92320,209000,30.77,6521,1
92220,289000,55.52,5205,3
92170,299000,55.0,5436,3
92170,299000,55.25,5158,3
92600,220000,31.0,6774,1
92500,220000,28.0,7464,1
92500,270000,41.0,6585,2
92700,279000,46.0,6065,3
92320,245500,41.0,5988,2
92160,230000,27.0,8519,1
92500,188000,31.0,6065,1
92330,280000,27.0,10400,1
92600,220000,32.35,6461,1
92390,199000,25.0,7960,1
92240,215000,27.2,7904,1
92270,263000,45.0,5556,2
92360,225000,67.0,3358,4
92140,96000,9.0,10700,1
92290,295000,52.0,5673,2
92140,274000,41.15,6367,3
92320,260000,41.05,6090,2
92230,189000,44.0,4295,2
92190,108000,15.0,6667,1
92350,289000,66.0,4379,3
92100,260000,28.0,9286,2
92000,245000,47.0,4936,3
92600,160000,18.0,8889,1
92600,180000,20.0,9000,1
92100,264000,27.0,9778,1
92340,226800,36.73,5881,2
92600,258500,40.58,6370,1
92400,260000,37.8,6878,2
92310,261920,Âge du crédirentier : 74,6878,79 m²
92370,178564,21.55,7891,1
92370,297606,41.08,6900,2
92270,260000,27.0,9259,1
92140,180000,25.77,6597,2
92000,279000,52.0,5365,3
92400,220000,1528 € de rente mensuelle,Rente : 1 528 €/mois,80
92320,255000,52.0,4904,3
92310,239000,50.0,4780,3
92270,299900,59.0,5083,2
92400,239000,36.16,6295,2
92100,209000,21.0,9952,1
92380,220000,35.03,6039,2
92300,275000,25.36,10300,1
92320,146000,19.3,7306,1
92350,295000,42.06,7014,3 m² de terrain
92200,144500,11.25,12800,1
92200,90000,7.3,12300,1
92100,120000,11.4,10100,1
92190,256000,43.0,5953,2
92700,260000,47.0,5532,2
92160,175000,33.03,5086,1
92500,172000,22.78,7243,1
92220,159000,22.19,7165,1
92360,135000,26.0,5192,1
92320,120080,1666 € de rente mensuelle,Rente : 1 666 €/mois,55
92390,210000,26.0,8077,1
92390,214000,28.0,7643,1
92390,289000,43.0,6721,2
92400,225000,1500 € de rente mensuelle,Rente : 1 500 €/mois,80
92270,109000,13.11,7628,1
92600,241000,37.0,6514,2
92300,299000,39.0,7667,2
92700,217000,50.0,4060,3
92120,101680,500 € de rente mensuelle,Rente : 500 €/mois,Âge du crédirentier : 70
92290,195000,22.08,8832,1
92600,170500,22.8,7478,1
92000,280000,52.25,5167,3
92360,229950,56.04,3908,3
92290,56400,1085 € de rente mensuelle,Rente : 1 085 €/mois,Âge de la crédirentière : 79
92600,299000,54.65,5306,3
92600,300000,36.0,8056,2
92000,199000,29.0,6862,2
92270,112000,16.0,7000,1
92140,245000,29.27,8370,1
92370,135000,19.0,6789,2
92170,159000,18.79,7983,1
92150,230000,24.97,9211,1
92700,179900,21.8,8252,2
92160,149000,22.0,6409,1
92120,299000,29.0,10300,1
92120,125356,27.0,4643,1
92100,159900,16.35,9174,1
92110,200000,28.0,6786,2
92390,261100,59.51,4387,3
92230,297000,57.8,5138,2
92320,136600,22.0,6209,1
92600,285000,38.0,7212,2
92380,237000,30.0,7500,1
92210,285000,38.35,7119,1
92130,241000,26.0,8846,1
92360,239000,74.0,3081,3
92360,239000,74.0,3081,3
92400,250000,32.0,7513,2
92400,240000,34.5,6539,1
92330,281200,43.45,6214,2
92400,189800,33.0,5455,2
92340,236000,53.0,4453,3
92500,150000,18.0,8333,1
92000,252000,50.0,5040,3
92270,251000,31.0,8097,1
92800,220000,28.83,7631,2
92150,273000,27.0,10100,1
92600,289000,38.0,7368,2
92400,290000,45.0,6244,2
92700,295000,48.0,6146,2
92100,130000,13.0,1000,1
92100,248570,19.0,12300,1
92600,246100,26.0,8846,1
92600,256800,26.0,9231,1
92600,267500,26.0,9615,1
92140,223000,32.46,6470,1
92100,279800,32.0,8438,2
92800,268000,34.7,7349,2
92260,230000,56.0,3929,3
92260,230000,56.0,3929,2
92250,239000,29.0,8241,2
92130,246000,21.18,11600,1
92290,298000,40.32,7391,2
92300,290000,30.0,9667,1
92100,165000,14.0,11800,1
92300,150000,14.84,9434,1
92300,140000,13.0,1000,1
92190,295000,46.92,5988,2
92140,285000,80.0,3438,5
92250,289000,36.0,8028,2
92360,229000,56.0,4089,3
92170,280000,32.0,8750,2
92110,264000,37.5,6707,1
92110,191000,20.0,9550,1
92200,110000,10.0,1100,1
92600,273100,50.78,5378,2
92110,168000,24.0,6667,2
92110,199000,24.0,8292,2
92000,273000,45.0,5778,2
92600,285000,35.0,7886,2
92140,223000,32.46,6470,1
92290,258000,36.0,6944,2
92110,239000,33.5,7134,2
92600,299000,37.0,7811,2
92700,247000,43.0,5744,2
92700,225000,51.0,4412,3
92330,199000,25.0,7600,1
92290,220000,41.12,5350,1
92150,221000,27.05,8170,1
92290,286000,33.0,8667,1
92600,268100,48.27,5554,2
92600,210000,52.0,4038,2
92600,273000,37.0,7378,2
92600,245000,28.0,8750,1
92700,165000,26.24,6288,2
92200,280000,23.0,12200,1
92320,299000,53.15,5626,3
92700,207000,33.03,6267,1
92110,92000,9.0,10200,1
92300,125000,14.0,8929,1
92500,145000,50.0,2900,2
92380,295000,64.22,4594,3
92000,229000,34.0,6324,1
92320,150000,25.0,6000,1
92250,285000,25.26,11300,1
92290,189000,26.0,7269,1
92800,270300,43.0,5930,1
92400,198000,20.74,8974,1
92340,298000,60.03,4748,3
92600,298000,43.06,6921,3
92120,241000,36.4,6181,2
92390,233200,65.13,3581,4
92600,254400,41.0,6205,2
92350,268000,67.0,3865,4
92320,140000,22.0,6364,1
92130,300000,24.0,12500,1
92320,219000,25.0,8760,2
92800,287000,30.5,8962,1
92100,180000,17.0,10600,1
92120,161000,19.0,8474,2 m² de terrain
92100,171000,19.0,8553,1
92100,299000,31.0,9645,1
92240,270000,38.0,7105,2
92170,125624,19.0,6612,1
92160,179000,30.37,5894,2
92200,270000,24.72,10900,1
92170,225000,25.78,8340,2
92340,236000,53.35,4208,3
92170,268000,34.76,7710,1
92150,245000,36.5,6329,1
92220,254000,43.07,5897,2
92340,295000,70.0,4071,4
92800,129500,16.0,8094,1
92370,179000,21.55,7889,1
92370,298000,41.08,6913,2
92140,270000,46.3,5832,3
92140,219000,34.12,6419,2
92160,150000,20.13,7452,1
92340,289800,65.0,4308,4
92360,215500,67.0,3216,4
92240,220000,32.76,6408,2
92240,299000,39.23,7418,2
92110,210000,32.0,6250,3
92110,181900,27.0,6737,2
92000,273000,44.0,5909,2
92160,138000,20.35,6781,1
92190,295000,47.0,6277,2
92330,203000,28.27,7181,1
92110,139000,21.2,6557,2
92270,233000,31.29,7127,2
92190,295000,52.15,5413,2
92110,280000,44.0,6364,3
92170,160000,24.0,6667,1
92120,99900,11.5,8687,1
92200,107000,10.55,9573,1
92370,255000,45.73,5576,2
92310,170000,25.0,6800,1
92700,126000,20.86,5753,1
92350,259000,44.44,5828,2
92140,274900,79.26,3280,5
92290,249000,53.66,4454,2
92500,271000,54.33,4988,3
92400,300000,41.0,6969,2
92110,280000,39.0,7179,2
92330,152000,15.26,9961,1
92400,295000,41.83,7052,2
92120,234000,48.0,4583,2
92600,215000,31.87,6432,1
92140,261000,63.81,4090,4
92140,270000,29.77,9070,1
92290,164000,22.0,7045,1
92160,289000,42.28,6835,2
92140,243000,30.0,8100,1
92800,199000,26.6,7481,1
92100,240000,24.31,9461,2
92220,274000,59.0,4644,4
92270,229000,44.0,5000,2
92340,295000,70.0,4071,4
92320,299000,53.0,5642,3
92110,240000,26.0,9231,2
92220,229000,41.0,5585,3
92350,275000,43.0,6395,2
92240,284000,54.56,5205,3
92220,275000,44.23,6217,2
92120,235000,48.5,4536,2
92170,280000,28.0,9643,1
92270,299900,53.0,5658,2
92210,250000,28.0,8929,1
92380,232000,30.0,7450,1
92360,215000,56.0,3839,3
92300,220000,19.17,10900,1
92600,145400,24.7,5887,1
92110,285000,43.0,6285,3
92120,289000,41.94,6891,2
92340,90000,14.0,5964,1
92800,288000,40.0,6900,3
92360,179350,56.0,3036,3
92240,165000,20.0,8250,2
92340,299000,60.03,4981,3
92150,205000,30.0,6500,1
92200,194000,12.9,1500,1
92260,264000,58.0,4397,3
92320,282500,54.61,5173,3
92240,85000,9.86,8114,1
92240,165000,20.26,7651,2
92170,268000,35.0,7286,1
92120,229000,17.5,13100,1
92190,139000,21.0,6619,1
92600,107100,1078 € de rente mensuelle,Rente : 1 078 €/mois,Âge de la crédirentière : 74
92160,264000,84.5,3124,5
92200,79000,10.0,7900,1
92500,297000,36.33,8175,1
92380,295000,50.93,5792,3
92350,289000,66.0,4379,3
92170,202000,21.04,9221,1
92240,85000,12.0,7083,1
92240,165000,20.0,8250,1
92120,50000,6.2,6613,1
92320,280000,41.0,6630,2
92250,147600,2978 € de rente mensuelle,Rente : 2 978 €/mois,Âge de la crédirentière : 84
92160,199000,48.0,3986,2
92170,109095,10.0,10500,1
92700,294000,61.0,4590,3
92410,71500,10.84,6596,1
92800,176000,19.0,9263,1
92800,191000,21.0,9095,1
92360,263000,70.14,3750,4
92220,240000,43.07,5572,2
92310,279000,52.0,5212,2
92190,82000,15.0,4933,1
92250,276000,39.32,6689,3
92350,299000,77.0,3752,4
92140,258000,32.31,7985,1
92130,249700,33.0,7567,1
92190,260000,53.0,4906,2
92190,295000,47.0,6277,2
92130,265000,37.32,6699,1
92320,255000,52.38,4625,2
92250,199000,22.0,9045,1
92270,90000,14.0,6429,1
92270,227000,28.55,7496,2
92600,173000,18.0,9611,1
92240,284000,54.56,5205,2
92170,285000,39.32,7037,2
92260,133000,18.5,6649,1
92110,265000,31.0,8548,1
92210,220500,37.31,5629,1
92250,200000,22.65,8389,1
92130,280000,36.0,7778,2
92290,159900,23.35,6848,1
92300,80000,7.91,8850,1
92110,75000,11.0,6818,1
92270,299900,51.0,5686,2
92130,250000,29.0,8621,2
92390,283000,60.0,4717,3
92300,225000,24.0,9375,2
92160,252000,67.35,3563,4
92150,275000,27.0,10200,1
92100,157500,16.18,9271,1
92100,266000,27.0,9481,2
92170,299000,39.15,7637,2
92350,247000,54.55,4528,3
92500,282000,28.0,10100,1
92170,105700,18.94,5581,1
92600,178000,34.0,5235,2
92210,295000,41.87,6775,1
92270,252000,40.0,6300,2
92160,212000,42.01,5046,2
92160,259000,60.0,4155,3
92130,159900,17.0,8824,1
92360,235000,62.0,3790,3
92150,267120,38.2,6597,2
92150,275600,40.0,6500,2
92600,220000,26.0,8462,1
92150,242500,31.0,7419,2
92170,190000,26.41,6906,1
92120,272000,44.0,6182,2
92110,100000,11.0,8555,1
92400,292000,39.0,7179,2
92120,299000,32.0,9344,2
92150,235000,29.0,8103,1
92120,204900,20.74,9879,1
92270,215000,38.0,5658,2
92300,255000,21.0,12100,1
92240,150000,21.0,6667,1
92800,65000,9.0,7222,1
92160,279000,62.79,4443,3
92500,295000,59.23,4727,3
92160,95000,19.0,4605,1
92340,108000,17.0,6353,1
92290,205000,44.0,4432,2
92370,225000,31.0,7097,2
92330,260000,52.0,4769,3
92220,199000,24.26,8203,1
92150,124900,900 € de rente mensuelle,Rente : 900 €/mois,Âge de la crédirentière : 77
92260,260000,52.0,4769,3
92700,231000,44.0,5000,2
92110,221000,31.0,7129,2
92350,99000,17.0,5529,1
92100,189000,19.02,9937,1
92800,266000,33.0,8061,2
92210,152000,19.64,7128,1
92700,225000,38.0,5658,2
92160,259000,64.0,3875,3
92220,135000,18.33,7365,1
92270,250000,33.17,7537,1
92220,287000,42.74,6715,2
92350,280000,36.0,7778,2
92250,260000,41.0,6341,2
92110,47000,9.0,5222,1
92160,260000,74.0,3514,4
92370,189000,23.2,7759,1
92110,145000,26.0,5577,2
92500,100000,33.0,2848,1
92120,270000,33.0,8182,2
92270,259000,34.4,7529,1
92170,244000,29.13,8376,1
92100,263000,51.0,4804,2
92600,225000,26.0,8654,1
92260,290000,70.0,3929,4
92110,195000,28.0,6964,2
92420,249000,54.0,4611,2
92120,260000,36.0,7222,2
92120,239500,21.44,11200,2
92220,287000,42.0,6833,2
92150,195000,25.0,7400,2
92240,240000,32.76,7018,2
92270,265000,37.0,7162,1
92600,295000,63.0,4505,4
92320,249000,28.14,8849,1
92250,299000,41.0,7037,2
92120,270000,33.0,8182,2
92380,265000,52.46,4766,3
92800,214000,29.0,7379,2
92000,200000,31.0,6452,2
92160,295000,46.0,6413,3
92150,199250,27.0,6852,1
92210,246000,32.02,7683,1
92220,237000,2 pièces,7683,1 chambre
92400,198000,21.0,8905,1
92150,145000,17.0,8529,1
92290,261 640 à 278 520 €,44.35,8529,2
92150,199000,24.0,7875,2
92240,260000,47.0,5106,2
92800,266000,33.0,8061,2
92700,147000,19.0,7316,1
92600,290000,2 pièces,7316,1
92320,249000,30.16,7958,2
92120,220000,30.0,7333,2
92220,136700,19.0,7195,1
92700,185500,25.0,7180,1
92700,300000,42.12,7123,2
92600,285000,46.15,6176,2
92500,257000,30.0,8567,1
92800,277500,25.0,11100,1
92120,299000,30.0,9967,1
92700,289000,38.0,7605,2
92500,295000,37.0,7973,1
92250,285000,30.0,9500,1
92500,230000,26.0,8846,1
92350,294000,40.0,7350,2
92600,269500,21.6,12500,1
92800,277500,25.0,11100,1
92600,238000,30.0,7933,1
